,Name,shd,train_time,seed,epoch,Runtime,Hostname,d,model,State,Notes,User,Tags,Created,Sweep,adapt_to_n,batch_size,model_kwargs.dim_hidden,model_kwargs.num_layers,model_kwargs.power_iteration_n_steps,n,number_of_samples,p,s,stage1_kwargs.alpha,stage1_kwargs.batch_size,stage1_kwargs.beta,stage1_kwargs.gamma_increment,stage1_kwargs.learning_rate,stage1_kwargs.mask_threshold,stage1_kwargs.n_epochs,stage1_kwargs.n_epochs_check,stage2_kwargs.alpha,stage2_kwargs.batch_size,stage2_kwargs.beta,stage2_kwargs.dag_penalty_flavor,stage2_kwargs.freeze_gamma_at_dag,stage2_kwargs.freeze_gamma_threshold,stage2_kwargs.gamma_increment,stage2_kwargs.gamma_schedule,stage2_kwargs.learning_rate,stage2_kwargs.n_epochs,stage2_kwargs.n_epochs_check,stage2_kwargs.threshold,num_modules,constraint_mode,hid_dim,lr_init,nonlin,num_layers,num_vars,reg_coeff,alpha,dag,epoch_loss,gamma,is_prescreen,l1,l2,n_edges_pred,n_edges_pred_double_th,n_edges_pred_half_th,nll,precision,precision_double_th,precision_half_th,recall,recall_double_th,recall_half_th,score,score_double_th,score_half_th,shd_double_th,shd_half_th,validation_loss,Aug_lag/gamma,Aug_lag/mu,Monitor/checkup,Train/aug_lagrangian,Train/nll,Train/not_nll,Val/acyclic,Val/aug_lagrangian,Val/constraint_violation,Val/nll,Val/not_nll,Val/reg_value,fraction_edges_mask,h_val,inner_iter,lr,mu,recall_mask,trainer/global_step,Monitor/stationary,w_threshold
48,DCDI,23.0,354.23368787765503,0,953.0,368,yolanda,10,DCDI,finished,-,achille,,2023-10-05T06:23:16.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,10.0,0.1,,,,,,,,20.0,,,,0.85,,,0.425,,,26.0,,,,,,11571.1806640625,11258999.0,478.0,-0.0038127349689602,-0.0248076915740966,0.0209949575364589,1.0,0.0848397612571716,7.31475608972687e-08,0.0638461410999298,0.0209936201572418,0.2014718204736709,,,,,,,60101.0,78.0,
49,DCDFG,26.0,291.0313923358917,0,650.0,302,yolanda,10,DCDFG,finished,-,achille,,2023-10-05T06:23:16.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,10.0,0.1,,,,,,,,36.0,,,,0.5277777777777778,,,0.475,,,38.0,,,,,,986.3975830078124,351843.71875,327.0,-0.0141995158046484,-0.0315332636237144,0.017333747819066,,0.0357705019414424,0.0,0.0184350684285163,0.0173354335129261,0.1733543276786804,,,,,,,41012.0,66.0,
50,DAGMA,30.0,9612.872896194458,0,,9627,yolanda,10,DAGMA,finished,-,achille,,2023-10-05T06:23:16.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,0.8461538461538461,,,0.275,,,31.0,,,,,,,,,,,,,,,,,,,9.62982171571e-05,79999.0,0.0002,0.0001,,,,
51,sortnregress,75.0,0.1375045776367187,4,,9,yolanda,20,Sortnregress,finished,-,achille,,2023-10-10T02:06:05.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,,,0.40625,,,0.325,,,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,
52,SDCI,29.0,555.7955014705658,4,3561.0,563,yolanda,20,SDCI,finished,-,achille,,2023-10-10T02:04:43.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.8558813314884901,5.14799952507019,9.504752376188094,0.0,0.1173044750466942,4.125588342547417,97.0,90.0,100.0,-7.229833319783211,0.7422680412371134,0.7666666666666667,0.72,0.9,0.8625,0.9,33.0,32.0,36.0,29.0,32.0,-58.44607734680176,,,,,,,,,,,,,0.5325,,,,,0.975,,,
53,NOTEARS,78.0,116.56236100196838,4,,125,yolanda,20,NOTEARS,finished,-,achille,,2023-10-10T02:08:28.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,0.3478260869565217,,,0.1,,,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
54,NOBEARS,75.0,29.114603519439697,4,,39,yolanda,20,NOBEARS,finished,-,achille,,2023-10-10T02:08:08.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0.5555555555555556,,,0.0625,,,79.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0759029388427734
55,DCDI,26.0,829.4110479354858,4,1576.0,838,yolanda,20,DCDI,finished,-,achille,,2023-10-10T02:06:37.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,20.0,0.1,,,,,,,,77.0,,,,0.8311688311688312,,,0.8,,,29.0,,,,,,191811664.0,3022314530668544.0,790.0,-0.0439129211008548,-0.0634914860129356,0.0195785649120807,1.0,0.0143432570621371,2.1266174585199416e-12,-0.0052331802435219,0.0195764377713203,0.1916851997375488,,,,,,,99350.0,119.0,
56,DCDFG,116.0,501.10270261764526,4,629.0,509,yolanda,20,DCDFG,finished,-,achille,,2023-10-10T02:06:40.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,20.0,0.1,,,,,,,,148.0,,,,0.2972972972972973,,,0.55,,,140.0,,,,,,9874.708984375,90071992.0,316.0,0.2917309105396271,0.2723982036113739,0.0193327069282531,,0.3138716220855713,0.0,0.2945351004600525,0.0193365216255188,0.1933652311563492,,,,,,,39689.0,74.0,
57,sortnregress,83.0,0.2066614627838134,3,,10,yolanda,20,Sortnregress,finished,-,achille,,2023-10-10T02:04:14.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,,,,0.3275862068965517,,,0.2375,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,
58,SDCI,34.0,559.1235582828522,3,3741.0,569,yolanda,20,SDCI,finished,-,achille,,2023-10-10T02:04:14.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.7856657449156046,7.887905716896057,9.504752376188094,0.0,0.1791772875003516,4.649975880980492,103.0,103.0,107.0,-4.408805623650551,0.7087378640776699,0.7184466019417476,0.6915887850467289,0.9125,0.925,0.925,37.0,35.0,39.0,32.0,36.0,-33.87537693977356,,,,,,,,,,,,,0.4775,,,,,0.975,,,
59,NOTEARS,73.0,89.31186866760254,3,,99,yolanda,20,NOTEARS,finished,-,achille,,2023-10-10T02:04:42.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,0.4074074074074074,,,0.1375,,,85.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
60,NOBEARS,75.0,43.44303321838379,3,,53,yolanda,20,NOBEARS,finished,-,achille,,2023-10-10T02:04:42.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,0.8333333333333334,,,0.0625,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0695323944091796
61,DCDI,36.0,705.0092089176178,3,1589.0,714,yolanda,20,DCDI,finished,-,achille,,2023-10-10T02:04:14.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,20.0,0.1,,,,,,,,90.0,,,,0.7222222222222222,,,0.8125,,,40.0,,,,,,222664640.0,1.2089258122674176e+16,796.0,0.1017449721693992,0.0731332972645759,0.0286116749048233,1.0,0.1595371961593628,2.6930029387028928e-11,0.1310396492481231,0.0284975469112396,0.2249679863452911,,,,,,,100169.0,133.0,
62,DCDFG,108.0,368.0303044319153,3,697.0,378,yolanda,20,DCDFG,finished,-,achille,,2023-10-10T02:04:14.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,20.0,0.1,,,,,,,,128.0,,,,0.3203125,,,0.5125,,,126.0,,,,,,707.0107421875,175921.859375,350.0,0.4056978821754456,0.3847814798355102,0.0209164023399353,,0.3977165818214417,0.0,0.3767988979816437,0.0209176838397979,0.2091775089502334,,,,,,,43973.0,64.0,
63,sortnregress,86.0,0.1964631080627441,2,,10,yolanda,20,Sortnregress,finished,-,achille,,2023-10-05T06:37:21.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,0.2909090909090909,,,0.2,,,103.0,,,,,,,,,,,,,,,,,,,,,,,,,,
64,SDCI-warm-nomask,75.0,559.0600888729095,2,3980.0,569,yolanda,20,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:05:49.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.7218058705329895,13.402640372514725,9.504752376188094,0.0,0.1446526651270687,4.091003015637398,122.0,104.0,129.0,2.306398842483759,0.5,0.5288461538461539,0.4806201550387597,0.7625,0.6875,0.775,80.0,74.0,85.0,71.0,79.0,20.23777794837952,,,,,,,,,,,,,0.95,,,,,1.0,,,
65,SDCI-warm,45.0,586.4117412567139,2,3980.0,597,yolanda,20,SDCI-warm,finished,-,achille,,2023-10-11T14:05:49.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.7396024577319622,13.389964669942856,9.504752376188094,0.0,0.1495073260739445,4.462620779871941,98.0,89.0,100.0,1.7480984404683113,0.6530612244897959,0.6853932584269663,0.67,0.8,0.7625,0.8375,50.0,47.0,46.0,42.0,41.0,15.12823235988617,,,,,,,,,,,,,0.5225,,,,,0.975,,,
66,SDCI-no-s1,72.0,296.4679853916168,2,1981.0,307,yolanda,20,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.6631394531577826,13.121883183717728,9.504752376188094,0.0,0.1399677651934325,3.735540121793747,118.0,104.0,129.0,2.9433992952108383,0.5084745762711864,0.5288461538461539,0.4806201550387597,0.75,0.6875,0.775,78.0,74.0,85.0,71.0,78.0,25.363614082336422,,,,,,,,,,,,,0.95,,,,,1.0,,,
67,SDCI-no-s1-2,70.0,296.5267624855041,2,1981.0,308,yolanda,20,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:31.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,0.5316504836082458,9.491272240877151,9.504752376188094,0.0,1.156332105398178,0.6045490223914385,89.0,60.0,105.0,2.6771850250661373,0.4831460674157303,0.6666666666666666,0.4666666666666667,0.5375,0.5,0.6125,83.0,60.0,87.0,53.0,74.0,21.46509695053101,,,,,,,,,,,,,0.95,,,,,1.0,,,
69,SDCI,43.0,922.6772577762604,2,3980.0,930,yolanda,20,SDCI,finished,-,achille,,2023-10-05T06:36:47.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.716897401958704,13.545756369829178,9.504752376188094,0.0,0.1274509239010512,3.9759549647569656,90.0,79.0,90.0,2.628418363630772,0.6777777777777778,0.6962025316455697,0.6777777777777778,0.7625,0.6875,0.7625,48.0,49.0,48.0,44.0,43.0,21.553677082061768,,,,,,,,,,,,,0.5225,,,,,0.975,,,
70,NOTEARS,67.0,41.59552478790283,2,,52,yolanda,20,NOTEARS,finished,-,achille,,2023-10-05T06:43:45.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,0.5333333333333333,,,0.2,,,78.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
71,NOBEARS,72.0,44.32627582550049,2,,55,yolanda,20,NOBEARS,finished,-,achille,,2023-10-05T06:42:19.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,0.4642857142857143,,,0.1625,,,82.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.050668716430664
72,GIES,106.0,82.09722137451172,2,,93,yolanda,20,GIES,finished,-,achille,,2023-10-05T06:45:06.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,,,,0.3466666666666667,,,0.65,,,126.0,,,,,,,,,,,,,,,,,,,,,,,,,,
73,DCDI,27.0,599.5745117664337,2,1309.0,617,yolanda,20,DCDI,finished,-,achille,,2023-10-05T06:37:59.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,20.0,0.1,,,,,,,,79.0,,,,0.810126582278481,,,0.8,,,31.0,,,,,,624910848.0,4.83570324906967e+16,656.0,0.337336003780365,0.3137127757072449,0.0236232280731201,1.0,0.3456794321537018,6.251613809959977e-12,0.3221291005611419,0.0235503315925598,0.1964266449213028,,,,,,,82529.0,125.0,
74,DCDFG,115.0,339.09619641304016,2,608.0,348,yolanda,20,DCDFG,finished,-,achille,,2023-10-05T06:38:06.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,20.0,0.1,,,,,,,,134.0,,,,0.3208955223880597,,,0.5375,,,128.0,,,,,,1232.1812744140625,351843.71875,306.0,0.5187110900878906,0.4962344169616699,0.0224766731262207,,0.5717655420303345,0.0,0.5492849349975586,0.0224806070327758,0.2248063087463379,,,,,,,38366.0,62.0,
75,DAGMA,70.0,15336.347182750702,2,,15347,yolanda,20,DAGMA,finished,-,achille,,2023-10-05T06:44:18.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,,,,0.4307692307692308,,,0.35,,,89.0,,,,,,,,,,,,,,,,,,,3.27376860302e-05,49000.0,0.0002,0.0001,,,,
76,sortnregress,86.0,0.2058007717132568,1,,11,yolanda,20,Sortnregress,finished,-,achille,,2023-10-05T06:34:13.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,0.303030303030303,,,0.25,,,106.0,,,,,,,,,,,,,,,,,,,,,,,,,,
77,SDCI-warm-nomask,62.0,489.9161822795868,1,3581.0,499,yolanda,20,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:05:49.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.8676666487008333,7.2616438418626785,9.504752376188094,0.0,0.1424802676774561,4.132782161235809,120.0,112.0,128.0,-5.260575160384178,0.5583333333333333,0.5982142857142857,0.53125,0.8375,0.8375,0.85,66.0,58.0,72.0,55.0,68.0,-40.58338737487793,,,,,,,,,,,,,0.95,,,,,1.0,,,
78,SDCI-warm,37.0,500.4178671836853,1,3581.0,511,yolanda,20,SDCI-warm,finished,-,achille,,2023-10-11T14:05:49.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.7982083279639482,6.512102350592613,9.504752376188094,0.0,0.1407269514165818,4.096936419606209,103.0,95.0,106.0,-5.312333300709724,0.6893203883495146,0.7473684210526316,0.6792452830188679,0.8875,0.8875,0.9,41.0,33.0,42.0,29.0,38.0,-40.96508121490479,,,,,,,,,,,,,0.52,,,,,1.0,,,
79,SDCI-no-s1,60.0,304.37996196746826,1,1981.0,315,yolanda,20,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.6737523414194584,6.390402153134346,9.504752376188094,0.0,0.1470252256840467,3.678882136940956,119.0,113.0,128.0,-3.8393541872501378,0.5714285714285714,0.5929203539823009,0.5390625,0.85,0.8375,0.8625,63.0,59.0,70.0,57.0,67.0,-28.410128355026245,,,,,,,,,,,,,0.95,,,,,1.0,,,
80,SDCI-no-s1-2,43.0,308.9190671443939,1,1981.0,318,yolanda,20,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:32.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,0.7209394183009863,3.217993803322315,9.504752376188094,0.0,1.2722396180033684,0.5079076569527388,101.0,79.0,120.0,-5.414503917098045,0.6732673267326733,0.8354430379746836,0.5666666666666667,0.85,0.825,0.85,45.0,27.0,64.0,27.0,60.0,-42.087464809417725,,,,,,,,,,,,,0.95,,,,,1.0,,,
82,SDCI,37.0,540.0605082511902,1,3581.0,549,yolanda,20,SDCI,finished,-,achille,,2023-10-05T06:32:38.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.8118543662130833,6.650729477405548,9.504752376188094,0.0,0.1433655195869505,4.117062628269196,103.0,95.0,107.0,-5.326173156499863,0.6893203883495146,0.7368421052631579,0.6728971962616822,0.8875,0.875,0.9,41.0,35.0,43.0,31.0,39.0,-41.11225175857544,,,,,,,,,,,,,0.52,,,,,1.0,,,
83,NOTEARS,77.0,70.50482082366943,1,,81,yolanda,20,NOTEARS,finished,-,achille,,2023-10-05T06:35:35.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,0.3461538461538461,,,0.1125,,,88.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
84,NOBEARS,73.0,59.7947781085968,1,,71,yolanda,20,NOBEARS,finished,-,achille,,2023-10-05T06:35:14.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,0.7777777777777778,,,0.0875,,,75.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0698375701904296
85,GIES,88.0,53.331939458847046,1,,62,yolanda,20,GIES,finished,-,achille,,2023-10-05T06:36:41.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,,,,0.4375,,,0.7875,,,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,
86,DCDI,41.0,888.5119624137878,1,1404.0,898,yolanda,20,DCDI,finished,-,achille,,2023-10-05T06:34:41.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,20.0,0.1,,,,,,,,79.0,,,,0.6962025316455697,,,0.6875,,,49.0,,,,,,102409200.0,1511157265334272.0,704.0,0.0842402204871177,0.06399966776371,0.0202405527234077,1.0,0.1564249694347381,5.364632783139145e-12,0.1361883282661438,0.0202366411685943,0.1968723684549331,,,,,,,88514.0,119.0,
87,DCDFG,122.0,594.5969452857971,1,710.0,607,yolanda,20,DCDFG,finished,-,achille,,2023-10-05T06:34:47.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,20.0,0.1,,,,,,,,135.0,,,,0.2592592592592592,,,0.4375,,,145.0,,,,,,1526.8980712890625,360287968.0,357.0,0.5403677225112915,0.5187245011329651,0.0216432213783264,,0.5132732391357422,0.0,0.4916216433048248,0.0216515958309173,0.21651591360569,,,,,,,44792.0,76.0,
88,DAGMA,75.0,16777.338835000992,1,,16790,yolanda,20,DAGMA,finished,-,achille,,2023-10-05T06:36:40.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,0.4666666666666667,,,0.175,,,82.0,,,,,,,,,,,,,,,,,,,0.0001153296060097,49000.0,0.0002,0.0001,,,,
89,sortnregress,76.0,0.1629531383514404,0,,9,yolanda,20,Sortnregress,finished,-,achille,,2023-10-05T06:28:41.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,0.4067796610169492,,,0.3,,,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,
90,SDCI-warm-nomask,72.0,474.4139263629913,0,3081.0,485,yolanda,20,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:05:49.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.0531202517449856,8.667951256036758,9.504752376188094,0.0,0.1200304329395294,4.789266929030418,130.0,110.0,141.0,-6.250993013381958,0.5230769230769231,0.5636363636363636,0.4822695035460992,0.85,0.775,0.85,74.0,66.0,85.0,65.0,83.0,-47.79803323745728,,,,,,,,,,,,,0.95,,,,,1.0,,,
91,SDCI-warm,40.0,436.05646085739136,0,3081.0,447,yolanda,20,SDCI-warm,finished,-,achille,,2023-10-11T14:05:49.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9630798399448396,8.14528501033783,9.504752376188094,0.0,0.1265566409565508,4.972346797585487,104.0,97.0,107.0,-6.10745370388031,0.6826923076923077,0.7010309278350515,0.6728971962616822,0.8875,0.85,0.9,42.0,41.0,43.0,40.0,41.0,-46.01960802078247,,,,,,,,,,,,,0.525,,,,,0.975,,,
92,SDCI-no-s1-2,57.0,294.6140024662018,0,1981.0,304,yolanda,20,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:32.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,0.8315438404679298,2.8381994515657425,9.504752376188094,0.0,1.125281222164631,0.4783597756177187,100.0,81.0,120.0,-6.669059693813324,0.6,0.6790123456790124,0.5333333333333333,0.75,0.6875,0.8,60.0,51.0,72.0,49.0,69.0,-51.18506050109863,,,,,,,,,,,,,0.95,,,,,1.0,,,
93,SDCI-no-s1,73.0,288.24059987068176,0,1981.0,297,yolanda,20,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.0539318844676018,8.65687145292759,9.504752376188094,0.0,0.1246114871464669,4.79147844016552,129.0,110.0,140.0,-6.276579856872559,0.5193798449612403,0.5636363636363636,0.4857142857142857,0.8375,0.775,0.85,75.0,66.0,84.0,65.0,81.0,-47.89273452758789,,,,,,,,,,,,,0.95,,,,,1.0,,,
95,SDCI,41.0,460.98957204818726,0,3081.0,471,yolanda,20,SDCI,finished,-,achille,,2023-10-05T06:28:19.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,0.9635995272547008,8.142825320363045,9.504752376188094,0.0,0.1261691143736243,4.985432490706444,104.0,97.0,107.0,-6.12755087018013,0.6730769230769231,0.6907216494845361,0.6635514018691588,0.875,0.8375,0.8875,44.0,43.0,45.0,41.0,42.0,-46.28298997879028,,,,,,,,,,,,,0.525,,,,,0.975,,,
96,NOTEARS,81.0,235.208233833313,0,,245,yolanda,20,NOTEARS,finished,-,achille,,2023-10-05T06:30:12.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,0.4347826086956521,,,0.125,,,83.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
97,NOBEARS,76.0,37.570987701416016,0,,47,yolanda,20,NOBEARS,finished,-,achille,,2023-10-05T06:29:48.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,0.7,,,0.0875,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0675678253173828
98,GIES,138.0,240.2396161556244,0,,251,yolanda,20,GIES,finished,-,achille,,2023-10-05T06:31:01.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,,,,0.1840490797546012,,,0.375,,,183.0,,,,,,,,,,,,,,,,,,,,,,,,,,
99,DCDI,39.0,1398.1050503253937,0,1357.0,1408,yolanda,20,DCDI,finished,-,achille,,2023-10-05T06:29:08.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,20.0,0.1,,,,,,,,71.0,,,,0.7464788732394366,,,0.6625,,,45.0,,,,,,55960572.0,377789316333568.0,680.0,0.0943869650363922,0.0715009719133377,0.0228859931230545,1.0,0.1239800155162811,8.774701798497375e-11,0.1011031121015548,0.0228769034147262,0.17965067923069,,,,,,,85553.0,129.0,
