,Name,shd,train_time,seed,epoch,Runtime,Hostname,d,model,State,Notes,User,Tags,Created,Sweep,adapt_to_n,batch_size,model_kwargs.dim_hidden,model_kwargs.num_layers,model_kwargs.power_iteration_n_steps,n,number_of_samples,p,s,stage1_kwargs.alpha,stage1_kwargs.batch_size,stage1_kwargs.beta,stage1_kwargs.gamma_increment,stage1_kwargs.learning_rate,stage1_kwargs.mask_threshold,stage1_kwargs.n_epochs,stage1_kwargs.n_epochs_check,stage2_kwargs.alpha,stage2_kwargs.batch_size,stage2_kwargs.beta,stage2_kwargs.dag_penalty_flavor,stage2_kwargs.freeze_gamma_at_dag,stage2_kwargs.freeze_gamma_threshold,stage2_kwargs.gamma_increment,stage2_kwargs.gamma_schedule,stage2_kwargs.learning_rate,stage2_kwargs.n_epochs,stage2_kwargs.n_epochs_check,stage2_kwargs.threshold,num_modules,constraint_mode,hid_dim,lr_init,nonlin,num_layers,num_vars,reg_coeff,alpha,dag,epoch_loss,gamma,is_prescreen,l1,l2,n_edges_pred,n_edges_pred_double_th,n_edges_pred_half_th,nll,precision,precision_double_th,precision_half_th,recall,recall_double_th,recall_half_th,score,score_double_th,score_half_th,shd_double_th,shd_half_th,validation_loss,Aug_lag/gamma,Aug_lag/mu,Monitor/checkup,Train/aug_lagrangian,Train/nll,Train/not_nll,Val/acyclic,Val/aug_lagrangian,Val/constraint_violation,Val/nll,Val/not_nll,Val/reg_value,fraction_edges_mask,h_val,inner_iter,lr,mu,recall_mask,trainer/global_step,Monitor/stationary,w_threshold
151,SDCI,91.0,558.8566429615021,4,3261.0,569,yolanda,40,SDCI,finished,-,achille,,2023-10-10T02:17:56.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.0150902681052685,4.166179060935974,9.504752376188094,0.0,0.3968946030363441,8.168226271867752,231.0,219.0,241.0,-14.047123283147812,0.645021645021645,0.6666666666666666,0.6265560165975104,0.93125,0.9125,0.94375,93.0,87.0,99.0,86.0,97.0,-110.66336822509766,,,,,,,,,,,,,0.264375,,,,,0.98125,,,
152,NOTEARS,157.0,985.8413262367249,4,,996,yolanda,40,NOTEARS,finished,-,achille,,2023-10-10T02:22:34.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,,,,0.4042553191489361,,,0.11875,,,169.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
153,NOBEARS,154.0,88.02846670150757,4,,98,yolanda,40,NOBEARS,finished,-,achille,,2023-10-10T02:21:02.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,0.5,,,0.05625,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0641918182373046
154,DCDI,126.0,1598.7085690498352,4,2272.0,1608,yolanda,40,DCDI,finished,-,achille,,2023-10-10T02:19:47.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,40.0,0.1,,,,,,,,248.0,,,,0.5362903225806451,,,0.83125,,,142.0,,,,,,3.8388486411124736e+17,2.787593132874811e+34,1138.0,-0.112102635204792,-0.1287344545125961,0.0166318193078041,1.0,-0.0350005589425563,2.6872311214041904e-21,-0.051565334200859,0.0165647752583026,0.1553308516740799,,,,,,,143198.0,275.0,
155,DCDFG,349.0,473.30042362213135,4,714.0,482,yolanda,40,DCDFG,finished,-,achille,,2023-10-10T02:19:50.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,40.0,0.1,,,,,,,,341.0,,,,0.1906158357771261,,,0.40625,,,371.0,,,,,,17554.3046875,1441151872.0,359.0,0.5017938613891602,0.4818324148654938,0.0199614465236663,,0.5209183096885681,0.0,0.500953197479248,0.01996511220932,0.1996504664421081,,,,,,,45044.0,84.0,
156,sortnregress,174.0,0.6625514030456543,3,,9,yolanda,40,Sortnregress,finished,-,achille,,2023-10-10T02:15:35.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117.0,,,,0.3504273504273504,,,0.25625,,,195.0,,,,,,,,,,,,,,,,,,,,,,,,,,
157,SDCI,68.0,629.2901515960693,3,3881.0,638,yolanda,40,SDCI,finished,-,achille,,2023-10-10T02:15:04.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.0239405073225498,7.399113595485687,9.504752376188094,0.0,0.3905943809077144,7.688858091831207,218.0,208.0,222.0,-10.412639737129211,0.7018348623853211,0.7307692307692307,0.6891891891891891,0.95625,0.95,0.95625,72.0,64.0,76.0,60.0,72.0,-79.22787094116211,,,,,,,,,,,,,0.241875,,,,,0.99375,,,
158,NOTEARS,145.0,695.2603657245636,3,,705,yolanda,40,NOTEARS,finished,-,achille,,2023-10-10T02:16:30.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,,,,0.5098039215686274,,,0.1625,,,159.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
159,NOBEARS,151.0,71.209636926651,3,,80,yolanda,40,NOBEARS,finished,-,achille,,2023-10-10T02:16:09.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,0.5454545454545454,,,0.075,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0679492950439453
160,DCDI,131.0,2181.831520557404,3,2242.0,2191,yolanda,40,DCDI,finished,-,achille,,2023-10-10T02:15:42.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,40.0,0.1,,,,,,,,266.0,,,,0.5300751879699248,,,0.88125,,,144.0,,,,,,5.571852053669478e+16,4.355614270116893e+32,1123.0,-0.0800963565707206,-0.102236583828926,0.0221402272582054,1.0,-0.0229027587920427,9.740112458888136e-20,-0.044994056224823,0.0220912974327802,0.1666218191385269,,,,,,,141308.0,261.0,
161,DCDFG,439.0,797.0043830871582,3,611.0,806,yolanda,40,DCDFG,finished,-,achille,,2023-10-10T02:16:07.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,40.0,0.1,,,,,,,,497.0,,,,0.2112676056338028,,,0.65625,,,447.0,,,,,,262.4632263183594,87960.9296875,307.0,0.490158885717392,0.4663993418216706,0.0237595438957214,,0.5332682132720947,0.0,0.5095077753067017,0.023760437965393,0.2376042306423187,,,,,,,38555.0,69.0,
162,sortnregress,191.0,1.7631287574768066,2,,14,yolanda,40,Sortnregress,finished,-,achille,,2023-10-05T09:07:45.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,0.2661290322580645,,,0.20625,,,218.0,,,,,,,,,,,,,,,,,,,,,,,,,,
163,SDCI-warm-nomask,313.0,515.3302710056305,2,2881.0,524,yolanda,40,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:16:09.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.3608163855969906,11.55182945728302,9.504752376188094,0.0,0.4043638352304697,7.603143319487572,434.0,359.0,483.0,-9.389900118112564,0.315668202764977,0.3844011142061281,0.2898550724637681,0.85625,0.8625,0.875,320.0,243.0,363.0,237.0,353.0,-68.17243766784668,,,,,,,,,,,,,0.975,,,,,1.0,,,
164,SDCI-warm,77.0,480.9387266635895,2,2881.0,489,yolanda,40,SDCI-warm,finished,-,achille,,2023-10-11T14:15:43.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.2200174070894718,11.17485249042511,9.504752376188094,0.0,0.3557075345888734,8.128305047750473,209.0,197.0,225.0,-8.905123233795166,0.6842105263157895,0.7208121827411168,0.6355555555555555,0.89375,0.8875,0.89375,83.0,73.0,99.0,67.0,90.0,-67.7143783569336,,,,,,,,,,,,,0.253125,,,,,0.98125,,,
165,SDCI-no-s1,312.0,341.07260298728943,2,1981.0,351,yolanda,40,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.377336502075195,11.805524319410324,9.504752376188094,0.0,0.3953409660607576,7.533367529511452,436.0,358.0,481.0,-9.214426159858704,0.3165137614678899,0.38268156424581,0.2869022869022869,0.8625,0.85625,0.8625,320.0,244.0,365.0,238.0,354.0,-66.56745290756226,,,,,,,,,,,,,0.975,,,,,1.0,,,
166,SDCI-no-s1-2,165.0,341.28857493400574,2,1981.0,349,yolanda,40,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:32.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,1.140051394701004,5.962739199399948,9.504752376188094,0.0,3.309545077383518,0.8506622947752476,269.0,186.0,353.0,-9.033374190330504,0.4721189591078067,0.6666666666666666,0.3796033994334277,0.79375,0.775,0.8375,175.0,98.0,245.0,94.0,232.0,-68.79476404190063,,,,,,,,,,,,,0.975,,,,,1.0,,,
168,SDCI,77.0,939.9636523723602,2,2881.0,951,yolanda,40,SDCI,finished,-,achille,,2023-10-05T09:05:48.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.229963082820177,11.315294802188872,9.504752376188094,0.0,0.3617168432101607,8.218252331018448,209.0,199.0,221.0,-8.955168649554253,0.6842105263157895,0.7135678391959799,0.6470588235294118,0.89375,0.8875,0.89375,83.0,75.0,95.0,69.0,88.0,-67.85017538070679,,,,,,,,,,,,,0.253125,,,,,0.98125,,,
169,NOTEARS,148.0,1183.0660257339478,2,,1194,yolanda,40,NOTEARS,finished,-,achille,,2023-10-05T09:31:09.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,0.5,,,0.15625,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
170,NOBEARS,146.0,128.38469433784485,2,,140,yolanda,40,NOBEARS,finished,-,achille,,2023-10-05T09:28:16.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,0.6521739130434783,,,0.09375,,,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0702571868896484
171,DCDI,114.0,5861.967063188553,2,2172.0,5876,yolanda,40,DCDI,finished,-,achille,,2023-10-05T09:08:31.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,40.0,0.1,,,,,,,,240.0,,,,0.5666666666666667,,,0.85,,,128.0,,,,,,2.095155699200819e+16,1.0889035675292232e+32,1088.0,-0.0052943807095289,-0.0265811085700988,0.0212867278605699,1.0,0.0416540205478668,2.8502268349255663e-19,0.0206365175545215,0.0210175029933452,0.1504140943288803,,,,,,,136898.0,259.0,
172,DCDFG,507.0,1082.4694714546204,2,664.0,1095,yolanda,40,DCDFG,finished,-,achille,,2023-10-05T09:22:15.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,40.0,0.1,,,,,,,,554.0,,,,0.1660649819494584,,,0.575,,,530.0,,,,,,2639393.25,184467439616.0,334.0,0.6130988001823425,0.5908917188644409,0.0222070813179016,,0.58343905210495,0.0,0.561237633228302,0.0222014188766479,0.2220145612955093,,,,,,,41894.0,88.0,
173,DAGMA,,,2,,17156,yolanda,40,DAGMA,failed,-,achille,,2023-10-05T09:34:24.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2437030907755151,,,,,,,,,,,,,,,,,,,0.0345436489791884,18000.0,0.0002,0.01,,,,
174,sortnregress,172.0,0.6386218070983887,1,,16,yolanda,40,Sortnregress,finished,-,achille,,2023-10-05T08:47:40.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124.0,,,,0.3709677419354839,,,0.2875,,,192.0,,,,,,,,,,,,,,,,,,,,,,,,,,
175,SDCI-warm-nomask,277.0,522.772153377533,1,2921.0,532,yolanda,40,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:15:21.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.3376994617283344,12.761111795902252,9.504752376188094,0.0,0.3460926488041878,6.854917824268341,378.0,306.0,432.0,-7.15440034866333,0.328042328042328,0.3954248366013072,0.2939814814814814,0.775,0.75625,0.79375,290.0,224.0,338.0,215.0,320.0,-52.67535877227783,,,,,,,,,,,,,0.975,,,,,1.0,,,
176,SDCI-warm,77.0,512.9732978343964,1,2921.0,521,yolanda,40,SDCI-warm,finished,-,achille,,2023-10-11T14:14:57.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.0814624764025211,11.025821089744568,9.504752376188094,0.0,0.3251050505787134,7.179378256201744,201.0,194.0,208.0,-6.7576950043439865,0.6915422885572139,0.711340206185567,0.6826923076923077,0.86875,0.8625,0.8875,83.0,78.0,84.0,74.0,78.0,-50.17589330673218,,,,,,,,,,,,,0.22125,,,,,0.93125,,,
177,SDCI-no-s1-2,143.0,368.4969120025635,1,1981.0,377,yolanda,40,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:32.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,1.0515748001635077,6.920884922146797,9.504752376188094,0.0,3.118667639791965,0.790065061300993,238.0,175.0,308.0,-6.982805624604225,0.5168067226890757,0.68,0.4285714285714285,0.76875,0.74375,0.825,152.0,97.0,204.0,91.0,194.0,-50.80084943771362,,,,,,,,,,,,,0.975,,,,,1.0,,,
178,SDCI-no-s1,269.0,365.88764214515686,1,1981.0,376,yolanda,40,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.3052414990961552,12.548688560724258,9.504752376188094,0.0,0.344480705447495,6.719747558236122,377.0,306.0,429.0,-6.921536713838577,0.3395225464190981,0.4052287581699346,0.303030303030303,0.8,0.775,0.8125,281.0,218.0,329.0,211.0,313.0,-51.22877359390259,,,,,,,,,,,,,0.975,,,,,1.0,,,
180,SDCI,81.0,559.0963003635406,1,2921.0,569,yolanda,40,SDCI,finished,-,achille,,2023-10-05T08:37:36.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.0721950009465218,11.029894858598707,9.504752376188094,0.0,0.3217027280479669,7.191178023815155,201.0,188.0,207.0,-6.673933565616608,0.681592039800995,0.7180851063829787,0.6714975845410628,0.85625,0.84375,0.86875,87.0,78.0,89.0,74.0,83.0,-49.5229721069336,,,,,,,,,,,,,0.22125,,,,,0.93125,,,
181,NOTEARS,142.0,1768.4056341648102,1,,1779,yolanda,40,NOTEARS,finished,-,achille,,2023-10-05T09:04:12.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,,,,0.5454545454545454,,,0.1875,,,155.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
182,NOBEARS,154.0,209.8618378639221,1,,222,yolanda,40,NOBEARS,finished,-,achille,,2023-10-05T09:03:26.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,0.5833333333333334,,,0.04375,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0733470916748046
183,DCDI,74.0,2346.4852061271667,1,2319.0,2357,yolanda,40,DCDI,finished,-,achille,,2023-10-05T08:48:26.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,40.0,0.1,,,,,,,,211.0,,,,0.6872037914691943,,,0.90625,,,81.0,,,,,,4.573018754279014e+16,8.711228540233786e+32,1161.0,-0.007397573441267,-0.0221485830843448,0.0147510096430778,1.0,0.038065917789936,3.3039726240384664e-20,0.0233291182667017,0.0147367995232343,0.1322541087865829,,,,,,,146159.0,261.0,
184,DCDFG,457.0,797.4049260616302,1,513.0,810,yolanda,40,DCDFG,finished,-,achille,,2023-10-05T08:49:21.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,40.0,0.1,,,,,,,,500.0,,,,0.188,,,0.5875,,,472.0,,,,,,680.24853515625,351843.71875,258.0,0.5978772044181824,0.5750958323478699,0.0227813720703125,,0.5995861291885376,0.0,0.5768028497695923,0.0227832794189453,0.2278322130441665,,,,,,,32381.0,56.0,
185,DAGMA,,,1,,18926,yolanda,40,DAGMA,failed,-,achille,,2023-10-05T09:04:48.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2489811977040124,,,,,,,,,,,,,,,,,,,0.0500244527618806,27000.0,0.0002,0.01,,,,
186,sortnregress,170.0,1.1682026386260986,0,,14,yolanda,40,Sortnregress,finished,-,achille,,2023-10-05T08:14:07.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,,,,0.2980769230769231,,,0.19375,,,202.0,,,,,,,,,,,,,,,,,,,,,,,,,,
187,SDCI-warm-nomask,228.0,522.8280611038208,0,3081.0,532,yolanda,40,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:14:39.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.3343412727117538,15.365676581859589,9.504752376188094,0.0,0.3888913970440626,7.289721503853798,356.0,281.0,418.0,-4.995519533753395,0.3960674157303371,0.4875444839857651,0.3444976076555024,0.88125,0.85625,0.9,234.0,167.0,290.0,161.0,283.0,-35.24656629562378,,,,,,,,,,,,,0.975,,,,,1.0,,,
188,SDCI-warm,52.0,499.3718538284302,0,3081.0,508,yolanda,40,SDCI-warm,finished,-,achille,,2023-10-11T14:14:39.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.0425724424421787,13.362070828676224,9.504752376188094,0.0,0.3813958335667848,7.652625679969788,189.0,186.0,192.0,-4.581343442201614,0.7777777777777778,0.7903225806451613,0.765625,0.91875,0.91875,0.91875,55.0,52.0,58.0,48.0,54.0,-33.8271164894104,,,,,,,,,,,,,0.19125,,,,,0.95625,,,
189,SDCI-no-s1,236.0,347.2016098499298,0,1981.0,357,yolanda,40,SDCI,finished,-,achille,,2023-10-07T21:27:48.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.28814959526062,15.055600136518478,9.504752376188094,0.0,0.3922738507390022,7.190732523798943,360.0,287.0,418.0,-4.770948946475983,0.3861111111111111,0.4738675958188153,0.3421052631578947,0.86875,0.85,0.89375,242.0,175.0,292.0,169.0,286.0,-34.944865703582764,,,,,,,,,,,,,0.975,,,,,1.0,,,
190,SDCI-no-s1-2,97.0,349.2221224308014,0,1981.0,357,yolanda,40,SDCI-no-s1-2,finished,-,achille,,2023-10-11T00:54:32.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,-1.0,0.0,100.0,0.01,256.0,0.0002,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.01,1.0609864629805088,10.724262088537216,9.504752376188094,0.0,3.0580719485878944,0.9476721603423356,203.0,156.0,250.0,-3.365895420312881,0.6502463054187192,0.7756410256410257,0.552,0.825,0.75625,0.8625,99.0,74.0,134.0,74.0,128.0,-23.633804082870483,,,,,,,,,,,,,0.975,,,,,1.0,,,
192,SDCI,49.0,1226.344738483429,0,3081.0,1238,yolanda,40,SDCI,finished,-,achille,,2023-10-05T07:56:06.000Z,,False,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.072544947266579,13.73072710633278,9.504752376188094,0.0,0.3797952607274055,7.641148999333382,188.0,185.0,193.0,-4.484491065144539,0.7872340425531915,0.7945945945945946,0.7668393782383419,0.925,0.91875,0.925,52.0,51.0,57.0,48.0,54.0,-33.674638748168945,,,,,,,,,,,,,0.19125,,,,,0.95625,,,
193,NOTEARS,144.0,2192.4677488803864,0,,2205,yolanda,40,NOTEARS,finished,-,achille,,2023-10-05T08:28:29.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50.0,,,,0.5,,,0.15625,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,9.536743164e-06
194,NOBEARS,153.0,242.5594291687012,0,,255,yolanda,40,NOBEARS,finished,-,achille,,2023-10-05T08:23:36.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,0.5,,,0.05625,,,160.0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0776004791259765
195,DCDI,73.0,2952.59871506691,0,2006.0,2964,yolanda,40,DCDI,finished,-,achille,,2023-10-05T08:14:52.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,exp,16.0,0.001,,2.0,40.0,0.1,,,,,,,,224.0,,,,0.6830357142857143,,,0.95625,,,78.0,,,,,,1.9338502567100416e+17,3.4844914160935143e+33,1005.0,-0.0045153917744755,-0.018535042181611,0.0140196504071354,1.0,0.049699280411005,1.3215890243718376e-22,0.0356792658567428,0.0140200145542621,0.1399445384740829,,,,,,,126440.0,268.0,
196,DCDFG,461.0,868.0269267559052,0,523.0,882,yolanda,40,DCDFG,finished,-,achille,,2023-10-05T08:17:22.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,10.0,exp,16.0,0.001,leaky_relu,2.0,40.0,0.1,,,,,,,,517.0,,,,0.1972920696324951,,,0.6375,,,473.0,,,,,,884.3331298828125,351843.71875,263.0,0.6354495286941528,0.6144790053367615,0.0209705233573913,,0.6446757316589355,0.0,0.6237042546272278,0.0209714770317077,0.2097146660089492,,,,,,,33011.0,62.0,
197,DAGMA,,,0,,20847,yolanda,40,DAGMA,failed,-,achille,,2023-10-05T08:32:42.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0369889494913321,,,,,,,,,,,,,,,,,,,0.0018957074711863,23000.0,0.0002,0.001,,,,
198,sortnregress,199.0,1.3137166500091553,2,,17,yolanda,50,Sortnregress,finished,-,achille,,2023-10-05T11:39:23.000Z,,,,,,,10000,,0.05,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140.0,,,,0.4214285714285714,,,0.295,,,222.0,,,,,,,,,,,,,,,,,,,,,,,,,,
199,SDCI-warm-nomask,418.0,667.5101273059845,2,3980.0,676,yolanda,50,SDCI-warm-nomask,finished,-,achille,,2023-10-11T14:23:49.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.692676555365324,10.643806129693983,9.504752376188094,0.0,0.512078421190381,9.003240555524826,597.0,480.0,685.0,-14.959984183311462,0.3132328308207705,0.3875,0.2759124087591241,0.935,0.93,0.945,423.0,308.0,507.0,303.0,501.0,-111.29667091369627,,,,,,,,,,,,,0.98,,,,,1.0,,,
200,SDCI-warm,77.0,673.753112077713,2,3980.0,682,yolanda,50,SDCI-warm,finished,-,achille,,2023-10-11T14:23:44.000Z,,,256.0,10.0,1.0,15.0,10000,8000.0,0.05,4,0.01,256.0,0.0002,0.0,0.002,0.2,2000.0,100.0,0.0005,256.0,0.005,power_iteration,True,0.01,0.005,linear,0.001,2000.0,100.0,0.1,,,,,,,,,0.0005,1.2918632589280603,8.220897674560547,9.504752376188094,0.0,0.4464982524514198,9.624188631772997,257.0,250.0,265.0,-14.128629475831984,0.7276264591439688,0.744,0.7094339622641509,0.935,0.93,0.94,83.0,78.0,89.0,72.0,83.0,-107.109601020813,,,,,,,,,,,,,0.16,,,,,0.975,,,
