"Name","d","s","intervention_frac","seed","shd","State","Notes","User","Tags","Created","Runtime","Sweep","batch_size","constraint_mode","hid_dim","lr_init","model","model_kwargs.dim_hidden","model_kwargs.num_layers","model_kwargs.power_iteration_n_steps","n","nonlin","num_layers","num_modules","num_vars","number_of_samples","p","reg_coeff","stage1_kwargs.alpha","stage1_kwargs.batch_size","stage1_kwargs.beta","stage1_kwargs.gamma_increment","stage1_kwargs.learning_rate","stage1_kwargs.mask_threshold","stage1_kwargs.n_epochs","stage1_kwargs.n_epochs_check","stage2_kwargs.alpha","stage2_kwargs.batch_size","stage2_kwargs.beta","stage2_kwargs.dag_penalty_flavor","stage2_kwargs.freeze_gamma_at_dag","stage2_kwargs.freeze_gamma_threshold","stage2_kwargs.gamma_increment","stage2_kwargs.gamma_schedule","stage2_kwargs.learning_rate","stage2_kwargs.n_epochs","stage2_kwargs.n_epochs_check","stage2_kwargs.threshold","Aug_lag/gamma","Aug_lag/mu","Monitor/checkup","Monitor/stationary","Train/aug_lagrangian","Train/nll","Train/not_nll","Val/acyclic","Val/aug_lagrangian","Val/constraint_violation","Val/nll","Val/not_nll","Val/reg_value","alpha","dag","epoch","epoch_loss","fraction_edges_mask","gamma","is_prescreen","l1","l2","n_edges_pred","n_edges_pred_double_th","n_edges_pred_half_th","nll","precision","precision_double_th","precision_half_th","recall","recall_double_th","recall_half_th","recall_mask","score","score_double_th","score_half_th","shd_double_th","shd_half_th","train_time","trainer/global_step","validation_loss"
"DCDI","20","2","1","4","17","finished","-","achille","","2023-10-10T08:07:56.000Z","1621","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","91172032","3022314530668544","590","134","0.18075688183307648","0.16589504480361938","0.014861837029457092","1","0.18469321727752688","8.249990100794857e-12","0.16984988749027252","0.014843329787254332","0.14091061055660248","","","1176","","","","","","","56","","","","0.6964285714285714","","","0.975","","","","18","","","","","1611.1521174907684","147124",""
"DCDI","40","2","0.5","4","67","finished","-","achille","","2023-10-10T08:07:50.000Z","3088","","","exp","16","0.001","DCDI","","","","10000","","2","","40","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","38551420290465790","4.355614270116893e+32","821","243","0.27177757024765015","0.26373714208602905","0.008040428161621094","1","0.2871011197566986","2.4273186944778116e-20","0.279082715511322","0.008018404245376587","0.07082522660493851","","","1638","","","","","","","113","","","","0.4955752212389381","","","0.7","","","","81","","","","","3077.4368069171906","204874",""
"SDCI","30","4","0.5","5","41","finished","-","achille","","2023-10-10T08:07:44.000Z","3611","","256","","","","SDCI","10","1","15","10000","","","","","14000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.8576822421767495","3761","4.233240630409934","0.2811111111111111","9.504752376188094","0","0.2498551859097047","5.737305398420854","155","149","161","-9.905977075750178","0.7483870967741936","0.7718120805369127","0.7267080745341615","0.9666666666666668","0.9583333333333334","0.975","1","43","39","47","37","45","3596.7517535686493","","-134.92519283294678"
"SDCI","30","2","0.5","5","17","finished","-","achille","","2023-10-10T08:07:25.000Z","3811","","256","","","","SDCI","10","1","15","10000","","","","","14000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.9006014466285706","3980","14.063233236833051","0.13","9.504752376188094","0","0.1370701188390905","5.58373364535245","63","61","65","-0.21756395724686708","0.8095238095238095","0.8360655737704918","0.7846153846153846","0.85","0.85","0.85","0.9333333333333332","21","19","23","16","19","3797.021959066391","","0.3551320433616638"
"SDCI","30","8","1","3","72","finished","-","achille","","2023-10-10T08:05:47.000Z","1582","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.8940215616286555","2881","14.482202493691746","0.4166666666666667","9.504752376188094","0","0.32566083232058757","6.1810943808736685","242","232","248","-0.5220060686616204","0.8305785123966942","0.8491379310344828","0.8185483870967742","0.8375","0.8208333333333333","0.8458333333333333","0.9291666666666668","80","78","82","71","74","1570.5079128742218","","-1.4428213089704514"
"SDCI","30","4","1","1","30","finished","-","achille","","2023-10-10T08:05:39.000Z","4367","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.8577976943571356","3980","12.687737501120266","0.24666666666666667","9.504752376188094","0","0.23553590269028385","5.734971680218661","138","132","141","-1.435924564735799","0.8115942028985508","0.8257575757575758","0.7872340425531915","0.9333333333333332","0.9083333333333332","0.925","0.975","34","34","39","31","35","4354.417604207993","","-17.149464905261993"
"SDCI","40","8","0.75","3","101","finished","-","achille","","2023-10-10T08:05:32.000Z","2684","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.9536695216275468","3661","17.12389139585857","0.299375","9.504752376188094","0","0.47243743569036073","8.030824262884598","324","313","330","-0.4437626713438879","0.8333333333333334","0.8466453674121406","0.8303030303030303","0.84375","0.828125","0.85625","0.91875","104","103","102","100","99","2670.975964784622","","-0.5312233777603979"
"DCDI","30","4","0.75","0","70","finished","-","achille","","2023-10-10T08:05:26.000Z","4341","","","exp","16","0.001","DCDI","","","","10000","","2","","30","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","8119792435200","1.2980742067446983e+25","736","180","-0.19005532562732697","-0.2096322923898697","0.019576966762542725","1","-0.12628339231014252","0","-0.1458604633808136","0.01957707107067108","0.1957705169916153","","","1468","","","","","","","176","","","","0.6363636363636364","","","0.9333333333333332","","","","72","","","","","4328.250319004059","198314",""
"SDCI","30","2","0.5","4","17","finished","-","achille","","2023-10-10T08:05:24.000Z","3330","","256","","","","SDCI","10","1","15","10000","","","","","14000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","1.000775444507599","3481","12.518750988353382","0.13777777777777778","9.504752376188094","0","0.13203900131312282","5.4134871569546785","69","68","72","-2.53889771158045","0.7971014492753623","0.8088235294117647","0.7638888888888888","0.9166666666666666","0.9166666666666666","0.9166666666666666","0.9666666666666668","19","18","22","16","20","3314.5537922382355","","-34.00645184516907"
"SDCI","30","6","0.5","5","73","finished","-","achille","","2023-10-10T08:04:20.000Z","3815","","256","","","","SDCI","10","1","15","10000","","","","","14000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.970778406750072","3980","6.139109585501931","0.38333333333333336","9.504752376188094","0","0.3106656843965704","6.6510063604875045","220","213","225","-10.049570586464622","0.740909090909091","0.7511737089201878","0.7422222222222222","0.9055555555555556","0.8888888888888888","0.9277777777777778","0.9611111111111112","74","73","71","72","70","3801.459694623947","","-134.3160915374756"
"SDCI","30","6","0.5","3","70","finished","-","achille","","2023-10-10T08:02:54.000Z","3502","","256","","","","SDCI","10","1","15","10000","","","","","14000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.9762346777048978","3661","7.798044256730513","0.36444444444444446","9.504752376188094","0","0.27424910122698004","6.029395580291748","197","184","207","-7.784469014948065","0.7715736040609137","0.8097826086956522","0.7584541062801933","0.8444444444444444","0.8277777777777777","0.8722222222222222","0.9277777777777778","73","66","73","63","70","3489.439427614212","","-102.5491065979004"
"DCDI","20","8","0.5","3","39","finished","-","achille","","2023-10-10T08:02:29.000Z","2698","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","380767232","24178516245348350","609","120","-0.23435430228710177","-0.26980867981910706","0.03545437753200531","1","-0.13075204193592072","5.011976944579999e-12","-0.16618205606937408","0.03543001413345337","0.33521321415901184","","","1214","","","","","","","134","","","","0.9477611940298508","","","0.79375","","","","40","","","","","2684.9525349140167","114209",""
"SDCI","40","8","0.5","5","104","finished","-","achille","","2023-10-10T08:02:14.000Z","2345","","256","","","","SDCI","10","1","15","10000","","","","","16000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","1.0737504372521052","3301","14.471186062646291","0.3225","9.504752376188094","0","0.47020203679326983","7.664244008442712","330","323","336","-3.8689917496272495","0.8242424242424242","0.8328173374613003","0.8214285714285714","0.85","0.840625","0.8625","0.9125","106","105","104","104","102","2323.239572763443","","-60.19874334335327"
"SDCI","20","2","1","4","9","finished","-","achille","","2023-10-10T08:02:02.000Z","1462","","256","","","","SDCI","10","1","15","10000","","","","","16000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.5031675682181403","3341","10.71694290827191","0.225","9.504752376188094","0","0.08798947847551769","3.4714605202750555","45","43","49","2.375009820574806","0.8444444444444444","0.8837209302325582","0.8163265306122449","0.95","0.95","1","1","9","7","9","7","9","1453.2298538684845","","38.93759369850159"
"SDCI","30","4","0.5","4","39","finished","-","achille","","2023-10-10T08:00:26.000Z","3446","","256","","","","SDCI","10","1","15","10000","","","","","14000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.8554505424066023","3561","6.907610468430953","0.26555555555555554","9.504752376188094","0","0.2799761241132563","6.364890046553178","154","150","157","-7.868101041967218","0.7532467532467533","0.7666666666666667","0.7388535031847133","0.9666666666666668","0.9583333333333334","0.9666666666666668","1","42","40","45","37","42","3413.4687085151672","","-106.3133053779602"
"SDCI","40","8","0.5","4","114","finished","-","achille","","2023-10-10T08:00:19.000Z","2435","","256","","","","SDCI","10","1","15","10000","","","","","16000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.9615390310211788","3061","0.3898101534162249","0.36375","9.504752376188094","0","0.5025700690254332","8.037679566277397","359","348","369","-17.289629663739884","0.7855153203342619","0.7988505747126436","0.7777777777777778","0.88125","0.86875","0.896875","0.928125","115","112","115","111","113","2399.90997505188","","-263.46728515625"
"DCDI","20","6","0.75","5","29","finished","-","achille","","2023-10-10T08:00:16.000Z","1808","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","137820416","24178516245348350","601","115","-0.26901647448539734","-0.2985614240169525","0.029544949531555176","1","-0.23161949217319489","2.5647648067839146e-13","-0.2611619830131531","0.02954249083995819","0.295071542263031","","","1198","","","","","","","118","","","","0.8728813559322034","","","0.8583333333333333","","","","32","","","","","1796.5787191390991","131889",""
"SDCI","20","2","1","3","5","finished","-","achille","","2023-10-10T08:00:10.000Z","1653","","256","","","","SDCI","10","1","15","10000","","","","","16000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.25327049526903367","3741","8.62050910223098","0.215","9.504752376188094","0","0.08124450889844743","2.5004161615220326","43","42","43","3.631575205969432","0.9069767441860463","0.9047619047619048","0.9069767441860463","0.975","0.95","0.975","1","5","6","5","6","5","1627.0210719108582","","59.025378942489624"
"DCDI","40","8","0.25","5","162","finished","-","achille","","2023-10-10T08:00:00.000Z","4285","","","exp","16","0.001","DCDI","","","","10000","","2","","40","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","94880174075543550","1.7422457080467572e+33","1131","227","-0.09426778554916382","-0.12169895321130753","0.027431167662143707","1","-0.039559390395879745","0","-0.06699148565530777","0.027432095259428024","0.2743209898471832","","","2258","","","","","","","439","","","","0.6605922551252847","","","0.90625","","","","179","","","","","4273.406774997711","212345",""
"DCDFG","40","8","1","1","405","finished","-","achille","","2023-10-10T07:59:24.000Z","3756","","","exp","16","0.001","DCDFG","","","","10000","leaky_relu","2","10","40","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","88156.640625","11529214976","264","68","0.5858412384986877","0.5648038387298584","0.021037399768829346","","0.5826565027236938","0","0.5616203546524048","0.021036148071289062","0.21036134660243988","","","525","","","","","","","405","","","","0.3703703703703703","","","0.46875","","","","425","","","","","3738.280636072159","98887",""
"DCDI","20","8","0.5","5","43","finished","-","achille","","2023-10-10T07:58:58.000Z","2612","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","170293552","12089258122674176","551","113","-0.1367974579334259","-0.1704285591840744","0.0336311012506485","1","-0.04645107686519623","2.372407175224578e-12","-0.08008245378732681","0.033631376922130585","0.33227330446243286","","","1098","","","","","","","132","","","","0.9318181818181818","","","0.76875","","","","46","","","","","2597.574771165848","103305",""
"DCDI","20","2","1","3","19","finished","-","achille","","2023-10-10T07:58:39.000Z","1501","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","167758864","6044629061337088","509","132","0.22347064316272736","0.21004262566566467","0.013428017497062685","1","0.25233179330825806","2.0945569497582417e-12","0.2389100641012192","0.01342172920703888","0.13070358335971832","","","1014","","","","","","","52","","","","0.6730769230769231","","","0.875","","","","22","","","","","1490.8370714187622","126874",""
"DCDI","20","4","0.75","4","25","finished","-","achille","","2023-10-10T07:58:37.000Z","1815","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","170981776","6044629061337088","620","124","-0.2220673561096191","-0.24746064841747284","0.0253932923078537","1","-0.15685005486011505","5.9203332340718165e-12","-0.1822272390127182","0.02537718415260315","0.24364836513996124","","","1236","","","","","","","97","","","","0.7731958762886598","","","0.9375","","","","27","","","","","1804.6582729816437","136069",""
"DCDI","20","4","0.75","5","24","finished","-","achille","","2023-10-10T07:58:28.000Z","1775","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","103293392","6044629061337088","609","122","-0.24886247515678409","-0.2746402621269226","0.02577778697013855","1","-0.17801989614963531","3.441058896158644e-11","-0.20379330217838287","0.02577340602874756","0.2221548706293106","","","1214","","","","","","","89","","","","0.797752808988764","","","0.8875","","","","27","","","","","1761.9243783950806","133649",""
"SDCI","30","2","0.5","3","27","finished","-","achille","","2023-10-10T07:58:17.000Z","3784","","256","","","","SDCI","10","1","15","10000","","","","","14000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.9166248364882036","3980","4.0952762430364436","0.1411111111111111","9.504752376188094","0","0.15270292515104467","5.898411716114391","83","77","85","-10.668130337108265","0.6746987951807228","0.7272727272727273","0.6705882352941176","0.9333333333333332","0.9333333333333332","0.95","0.9833333333333332","31","25","31","23","28","3771.1322717666626","","-146.0189723968506"
"SDCI","30","6","0.5","4","56","finished","-","achille","","2023-10-10T07:57:53.000Z","3344","","256","","","","SDCI","10","1","15","10000","","","","","14000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.9911158680915833","3481","6.290994106639515","0.38222222222222224","9.504752376188094","0","0.31039224375378","6.486054316433993","212","206","221","-9.925762991471723","0.7877358490566038","0.8058252427184466","0.755656108597285","0.9277777777777778","0.9222222222222224","0.9277777777777778","0.9666666666666668","58","54","67","53","65","3328.692433834076","","-135.6758575439453"
"DCDFG","40","8","1","0","441","finished","-","achille","","2023-10-10T07:57:06.000Z","3296","","","exp","16","0.001","DCDFG","","","","10000","leaky_relu","2","10","40","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","299.3766174316406","43980.46484375","223","50","0.48387476801872253","0.4612065255641937","0.02266824245452881","","0.5270307660102844","0","0.504363477230072","0.0226672887802124","0.2266737669706345","","","443","","","","","","","476","","","","0.3445378151260504","","","0.5125","","","","468","","","","","3282.5951771736145","83471",""
"DCDI","30","6","0.25","4","48","finished","-","achille","","2023-10-10T07:56:41.000Z","4859","","","exp","16","0.001","DCDI","","","","10000","","2","","30","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","2321785552896","8.112963792154366e+23","850","180","-0.3494105339050293","-0.37294259667396545","0.023532062768936157","1","-0.25272274017333984","5.103930960765571e-16","-0.27621540427207947","0.023492664098739624","0.2230752408504486","","","1696","","","","","","","201","","","","0.8258706467661692","","","0.9222222222222224","","","","49","","","","","4844.328284025192","149335",""
"DCDI","20","6","0.75","3","17","finished","-","achille","","2023-10-10T07:56:34.000Z","1437","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","35591148","755578632667136","476","118","-0.07265031337738037","-0.10623922199010848","0.03358890861272812","1","-0.0131880734115839","1.9887615859692787e-11","-0.0467759445309639","0.033587872982025146","0.32879897952079773","","","949","","","","","","","132","","","","0.8787878787878788","","","0.9666666666666668","","","","20","","","","","1424.7663283348083","104499",""
"SDCI","40","4","0.75","3","38","finished","-","achille","","2023-10-10T07:55:59.000Z","2056","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.9792313002332856","3021","8.904446957986567","0.178125","9.504752376188094","0","0.3617259769500056","7.779410223417644","179","168","180","-8.544040076340302","0.8324022346368715","0.8690476190476191","0.8277777777777777","0.93125","0.9125","0.93125","0.98125","41","36","42","34","39","2047.915800333023","","-167.07988834381104"
"SDCI","40","2","1","0","22","finished","-","achille","","2023-10-10T07:55:46.000Z","4075","","256","","","","SDCI","10","1","15","10000","","","","","24000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.8828432255602897","3980","7.939466978641266","0.110625","9.504752376188094","0","0.2010827508378536","6.31291071404802","91","88","96","-6.96573250344459","0.8021978021978022","0.8295454545454546","0.7708333333333334","0.9125","0.9125","0.925","0.9875","25","22","28","19","25","4056.179787635803","","-155.50431108474731"
"SDCI","40","2","0.75","4","33","finished","-","achille","","2023-10-10T07:55:24.000Z","2483","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","1.1007905896705916","3980","13.372634139242052","0.110625","9.504752376188094","0","0.16741711240780505","6.317115101633193","90","82","95","-3.5746398243723037","0.7333333333333333","0.7926829268292683","0.6947368421052632","0.825","0.8125","0.825","0.9375","38","32","43","27","38","2473.210812330246","","-67.18979358673096"
"DCDFG","40","6","1","1","500","finished","-","achille","","2023-10-10T07:55:01.000Z","3983","","","exp","16","0.001","DCDFG","","","","10000","leaky_relu","2","10","40","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","1573.470703125","2814749.75","271","58","0.7855991125106812","0.7604864239692688","0.025112688541412354","","0.7765280604362488","0","0.751412570476532","0.025115489959716797","0.25115475058555603","","","539","","","","","","","608","","","","0.25164473684210525","","","0.6375","","","","542","","","","","3968.8748149871826","101519",""
"DCDI","30","6","0.75","1","106","finished","-","achille","","2023-10-10T07:54:15.000Z","3229","","","exp","16","0.001","DCDI","","","","10000","","2","","30","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","16830767824896","5.192296826978794e+25","756","181","-0.2372778207063675","-0.2672808766365051","0.03000305593013763","1","-0.12352912873029707","0","-0.15353216230869293","0.030003033578395844","0.30003055930137634","","","1509","","","","","","","270","","","","0.6185185185185185","","","0.9277777777777778","","","","116","","","","","3218.183028936386","203849",""
"DCDI","30","8","0.75","2","82","finished","-","achille","","2023-10-10T07:53:33.000Z","3460","","","exp","16","0.001","DCDI","","","","10000","","2","","30","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","3659779538944","3.2451855168617464e+24","752","162","-0.25382888317108154","-0.28726819157600403","0.033439308404922485","1","-0.21296252310276031","1.940655672941018e-18","-0.24640190601348877","0.033439382910728455","0.3343225419521332","","","1501","","","","","","","301","","","","0.7508305647840532","","","0.9416666666666668","","","","89","","","","","3446.699646472931","202769",""
"DCDI","30","4","0.75","2","86","finished","-","achille","","2023-10-10T07:53:22.000Z","4278","","","exp","16","0.001","DCDI","","","","10000","","2","","30","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","4906794614784","3.2451855168617464e+24","729","181","-0.2599203884601593","-0.2819102704524994","0.021989881992340088","1","-0.20535847544670105","4.851639182352545e-19","-0.22734849154949188","0.021990016102790833","0.2198762744665146","","","1454","","","","","","","198","","","","0.5808080808080808","","","0.9583333333333334","","","","88","","","","","4263.072519540787","196424",""
"DCDI","30","6","0.75","2","86","finished","-","achille","","2023-10-10T07:53:18.000Z","3397","","","exp","16","0.001","DCDI","","","","10000","","2","","30","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","14808879464448","5.192296826978794e+25","777","167","-0.22094322741031647","-0.24787409603595736","0.02693086862564087","1","-0.15999914705753326","4.851639182352545e-19","-0.18693026900291443","0.026931121945381165","0.2692395746707916","","","1551","","","","","","","242","","","","0.6776859504132231","","","0.9111111111111112","","","","94","","","","","3382.614406108856","209519",""
"DCDI","20","4","0.75","3","44","finished","-","achille","","2023-10-10T07:53:12.000Z","1742","","","exp","16","0.001","DCDI","","","","10000","","2","","20","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","141213984","12089258122674176","602","124","-0.06234575808048248","-0.091535747051239","0.02918998897075653","1","0.020216485485434532","1.3593252391752577e-11","-0.008955374360084534","0.029171859845519062","0.27251189947128296","","","1200","","","","","","","109","","","","0.6513761467889908","","","0.8875","","","","47","","","","","1730.2768959999084","132109",""
"SDCI","40","2","1","2","24","finished","-","achille","","2023-10-10T07:52:57.000Z","4094","","256","","","","SDCI","10","1","15","10000","","","","","24000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","1.059930125449566","3980","13.777327628845864","0.099375","9.504752376188094","0","0.1627891314156512","6.314311565236842","88","80","90","-2.7741462360037135","0.7727272727272727","0.8375","0.7777777777777778","0.85","0.8375","0.875","0.9875","32","26","30","19","23","4073.401338100434","","-62.77969193458557"
"DCDI","30","4","0.75","1","65","finished","-","achille","","2023-10-10T07:52:13.000Z","3691","","","exp","16","0.001","DCDI","","","","10000","","2","","30","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","3905266909184","3.2451855168617464e+24","629","176","0.0003295756469015032","-0.019341621547937393","0.01967119798064232","1","0.022109054028987885","3.0080161586417285e-17","0.0024378409143537283","0.019671212881803513","0.1955374181270599","","","1255","","","","","","","176","","","","0.6363636363636364","","","0.9333333333333332","","","","72","","","","","3676.351476430893","169559",""
"SDCI","40","6","0.75","4","45","finished","-","achille","","2023-10-10T07:51:33.000Z","2363","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.9012642223623736","3861","15.339524377750443","0.2475","9.504752376188094","0","0.4634576379498349","7.972363103794146","250","244","254","-1.6625894790963285","0.888","0.9057377049180328","0.8779527559055118","0.925","0.9208333333333332","0.9291666666666668","0.9666666666666668","46","42","48","41","47","2354.5363006591797","","-27.638488709926605"
"SDCI","40","4","0.75","4","56","finished","-","achille","","2023-10-10T07:51:32.000Z","1926","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","1.0338473621802995","2961","4.943466488319107","0.199375","9.504752376188094","0","0.3917404990407485","8.393186424351946","198","195","207","-13.66792335993127","0.7575757575757576","0.764102564102564","0.7294685990338164","0.9375","0.93125","0.94375","0.9875","58","57","65","55","62","1917.4276745319369","","-266.1290473937988"
"SDCI","40","2","0.75","5","7","finished","-","achille","","2023-10-10T07:51:30.000Z","1653","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.6795573377911048","2861","12.376783008816876","0.105625","9.504752376188094","0","0.21673677390134788","6.512580255918865","84","83","86","-0.8115580727027941","0.9166666666666666","0.9397590361445785","0.9069767441860463","0.9625","0.975","0.975","1","10","7","10","5","8","1644.0486500263214","","-3.1655991971492767"
"SDCI","40","4","0.75","5","25","finished","-","achille","","2023-10-10T07:50:58.000Z","1895","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","0.7629540283468705","2921","13.036177357540854","0.171875","9.504752376188094","0","0.3656344247769706","7.094089604631255","172","169","175","-1.6752356479439554","0.8837209302325582","0.893491124260355","0.8742857142857143","0.95","0.94375","0.95625","0.99375","28","27","29","24","26","1885.422695159912","","-29.22738468647003"
"SDCI","40","6","0.75","2","79","finished","-","achille","","2023-10-10T07:50:39.000Z","4351","","256","","","","SDCI","10","1","15","10000","","","","","20000","0.1","","0.01","256","0.0002","0","0.002","0.2","2000","100","0.0005","256","0.005","power_iteration","true","0.01","0.005","linear","0.001","2000","100","0.1","","","","","","","","","","","","","","0.0005","1.002820709838143","2921","7.592753983751128","0.251875","9.504752376188094","0","0.4324117374571064","7.559608640550058","275","267","282","-9.930828716181502","0.7890909090909091","0.8089887640449438","0.7730496453900709","0.9041666666666668","0.9","0.9083333333333332","0.9541666666666668","81","75","86","73","84","4338.915500640869","","-194.67023611068728"
"DCDI","30","4","0.25","4","65","finished","-","achille","","2023-10-10T07:50:00.000Z","5042","","","exp","16","0.001","DCDI","","","","10000","","2","","30","","0.1","0.1","","","","","","","","","","","","","","","","","","","","","3624285765632","3.2451855168617464e+24","882","187","-0.1649206131696701","-0.19009706377983093","0.025176450610160828","1","-0.0723530650138855","1.5976465459358676e-15","-0.09749078005552292","0.02513771504163742","0.1934325248003006","","","1761","","","","","","","174","","","","0.6494252873563219","","","0.9416666666666668","","","","68","","","","","5027.000720024109","155055",""
